 4.8636e+02 	 1.0 
 2.6055e+02 	 1.0 
 2.5187e+02 	 1.0 
 4.1688e+02 	 1.0 
 4.6031e+02 	 1.0 
 7.0349e+02 	 1.0 
 3.2135e+02 	 1.0 
 8.3376e+02 	 1.0 
 1.9976e+02 	 1.0 
 5.2110e+02 	 1.0 
 4.5162e+02 	 1.0 
 2.0844e+02 	 1.0 
 7.2086e+02 	 1.0 
 2.2581e+02 	 1.0 
 2.0844e+02 	 1.0 
 3.5609e+02 	 1.0 
 7.0349e+02 	 1.0 
 2.7792e+02 	 1.0 
 4.6031e+02 	 1.0 
 5.6453e+02 	 1.0 
 7.9902e+02 	 1.0 
 4.7768e+02 	 1.0 
 4.1688e+02 	 1.0 
 2.5187e+02 	 1.0 
 6.7743e+02 	 1.0 
 4.9505e+02 	 1.0 
 9.0324e+02 	 1.0 
 9.7272e+02 	 1.0 
 3.4740e+02 	 1.0 
 3.0398e+02 	 1.0 
 4.3425e+02 	 1.0 
 6.2532e+02 	 1.0 
 1.9976e+02 	 1.0 
 4.5162e+02 	 1.0 
 4.6899e+02 	 1.0 
 2.4318e+02 	 1.0 
 2.2581e+02 	 1.0 
 4.6899e+02 	 1.0 
 5.0373e+02 	 1.0 
 2.4318e+02 	 1.0 
 5.1242e+02 	 1.0 
 4.9505e+02 	 1.0 
 6.5138e+02 	 1.0 
 7.0349e+02 	 1.0 
 4.2557e+02 	 1.0 
 3.9083e+02 	 1.0 
 6.6875e+02 	 1.0 
 3.7346e+02 	 1.0 
 5.5584e+02 	 1.0 
 2.9529e+02 	 1.0 
 5.4716e+02 	 1.0 
 6.6875e+02 	 1.0 
 7.3823e+02 	 1.0 
 2.3450e+02 	 1.0 
 3.1266e+02 	 1.0 
 2.0844e+02 	 1.0 
 6.6006e+02 	 1.0 
 3.4740e+02 	 1.0 
 5.5584e+02 	 1.0 
 2.0844e+02 	 1.0 
 6.0795e+02 	 1.0 
 2.7792e+02 	 1.0 
 2.1712e+02 	 1.0 
 5.7321e+02 	 1.0 
 5.2979e+02 	 1.0 
 7.2954e+02 	 1.0 
 2.7792e+02 	 1.0 
 2.3450e+02 	 1.0 
 1.9107e+02 	 1.0 
 2.2581e+02 	 1.0 
 3.8214e+02 	 1.0 
 3.9083e+02 	 1.0 
 1.9976e+02 	 1.0 
 4.9505e+02 	 1.0 
 2.9529e+02 	 1.0 
 4.6899e+02 	 1.0 
 7.3823e+02 	 1.0 
 8.6850e+02 	 1.0 
 5.9927e+02 	 1.0 
 4.5162e+02 	 1.0 
 5.8190e+02 	 1.0 
 4.5162e+02 	 1.0 
 5.9927e+02 	 1.0 
 2.0844e+02 	 1.0 
 2.1713e+02 	 1.0 
 2.8661e+02 	 1.0 
 3.9083e+02 	 1.0 
 3.7346e+02 	 1.0 
 5.0373e+02 	 1.0 
 6.8612e+02 	 1.0 
 8.2508e+02 	 1.0 
 9.6404e+02 	 1.0 
 7.4691e+02 	 1.0 
 4.1688e+02 	 1.0 
 4.4293e+02 	 1.0 
 2.1712e+02 	 1.0 
 3.9951e+02 	 1.0 
 4.2557e+02 	 1.0 
 7.5560e+02 	 1.0 
 5.8190e+02 	 1.0 
 5.8190e+02 	 1.0 
 3.6477e+02 	 1.0 
 4.9505e+02 	 1.0 
 6.5138e+02 	 1.0 
 2.7792e+02 	 1.0 
 6.5138e+02 	 1.0 
 8.4245e+02 	 1.0 
 3.8214e+02 	 1.0 
 2.9529e+02 	 1.0 
 4.0820e+02 	 1.0 
 5.2110e+02 	 1.0 
 4.6899e+02 	 1.0 
 6.0795e+02 	 1.0 
 2.0844e+02 	 1.0 
 5.7321e+02 	 1.0 
 2.7792e+02 	 1.0 
 5.5584e+02 	 1.0 
 2.7792e+02 	 1.0 
 8.9456e+02 	 1.0 
 3.1266e+02 	 1.0 
 2.3450e+02 	 1.0 
 7.9902e+02 	 1.0 
 6.1664e+02 	 1.0 
 4.2557e+02 	 1.0 
 3.6477e+02 	 1.0 
 4.9505e+02 	 1.0 
 1.8239e+02 	 1.0 
 5.2110e+02 	 1.0 
 4.8636e+02 	 1.0 
 2.8661e+02 	 1.0 
 4.9505e+02 	 1.0 
 6.2532e+02 	 1.0 
 2.6924e+02 	 1.0 
 2.1712e+02 	 1.0 
 6.7743e+02 	 1.0 
 7.2954e+02 	 1.0 
 8.2508e+02 	 1.0 
 8.3376e+02 	 1.0 
 7.7297e+02 	 1.0 
 2.2581e+02 	 1.0 
 9.2061e+02 	 1.0 
 1.0248e+03 	 1.0 
 1.0769e+03 	 1.0 
 1.1377e+03 	 0.5 
 1.1898e+03 	 0.5 
 2.1713e+02 	 1.0 
 2.0844e+02 	 1.0 
 3.3872e+02 	 1.0 
 7.2086e+02 	 1.0 
 3.3003e+02 	 1.0 
 6.7743e+02 	 1.0 
 9.6404e+02 	 1.0 
 4.0820e+02 	 1.0 
 5.2979e+02 	 1.0 
 2.2581e+02 	 1.0 
 5.9927e+02 	 1.0 
 4.1688e+02 	 1.0 
 2.2581e+02 	 1.0 
 3.5609e+02 	 1.0 
 1.9976e+02 	 1.0 
 6.2532e+02 	 1.0 
 1.1117e+03 	 1.0 
 1.2420e+03 	 0.5 
 2.0844e+02 	 1.0 
 1.9107e+02 	 1.0 
 3.0398e+02 	 1.0 
 8.6850e+00 	 1.0 
 3.6477e+02 	 1.0 
 2.2581e+02 	 1.0 
 1.3027e+02 	 1.0 
 3.7346e+02 	 1.0 
 2.4318e+02 	 1.0 
 1.8239e+02 	 1.0 
 5.1242e+02 	 1.0 
 2.1712e+02 	 0.5 
 1.0856e+03 	 0.5 
 7.2086e+02 	 1.0 
 4.1688e+02 	 1.0 
 3.8214e+02 	 1.0 
 5.6453e+02 	 1.0 
 3.4740e+02 	 1.0 
 2.0844e+02 	 1.0 
 4.0820e+02 	 1.0 
 2.6924e+02 	 1.0 
 6.6006e+02 	 1.0 
 5.2979e+02 	 1.0 
 7.9034e+02 	 1.0 
 2.1712e+02 	 1.0 
 4.2557e+02 	 1.0 
 7.0349e+02 	 1.0 
 1.9107e+02 	 1.0 
 5.9927e+02 	 1.0 
 7.9034e+02 	 1.0 
 2.6055e+02 	 1.0 
 7.8165e+02 	 1.0 
 4.1688e+02 	 1.0 
 2.3450e+02 	 1.0 
 6.6006e+02 	 1.0 
 2.5187e+02 	 1.0 
 6.7743e+02 	 1.0 
 7.6428e+02 	 1.0 
 5.1242e+02 	 1.0 
 6.3401e+02 	 1.0 
 8.4245e+02 	 1.0 
 1.9976e+02 	 1.0 
 8.0771e+02 	 1.0 
 5.2979e+02 	 1.0 
 2.8661e+02 	 1.0 
 7.2086e+02 	 1.0 
 2.2581e+02 	 1.0 
 2.3450e+02 	 1.0 
 8.4245e+02 	 1.0 
 9.8141e+02 	 1.0 
 2.2581e+02 	 1.0 
 2.6924e+02 	 1.0 
 2.0844e+02 	 1.0 
 2.2581e+02 	 1.0 
 5.9058e+02 	 1.0 
 3.9951e+02 	 1.0 
 2.9529e+02 	 1.0 
 5.6453e+02 	 1.0 
 3.6477e+02 	 1.0 
 6.4269e+02 	 1.0 
 3.2135e+02 	 1.0 
 6.2532e+02 	 1.0 
 5.8190e+02 	 1.0 
 8.4245e+02 	 1.0 
 2.9529e+02 	 1.0 
 5.0373e+02 	 1.0 
 8.7719e+02 	 1.0 
 9.9009e+02 	 1.0 
 4.2557e+02 	 1.0 
 2.4318e+02 	 1.0 
 5.1242e+02 	 1.0 
 6.6006e+02 	 1.0 
 2.2581e+02 	 1.0 
 3.0398e+02 	 1.0 
 2.7792e+02 	 1.0 
 6.9480e+02 	 1.0 
 4.9505e+02 	 1.0 
 4.6031e+02 	 1.0 
 7.9034e+02 	 1.0 
 8.8587e+02 	 1.0 
 3.0398e+02 	 1.0 
 2.2581e+02 	 1.0 
 2.0844e+02 	 1.0 
 3.7346e+02 	 1.0 
 5.2979e+02 	 1.0 
 3.8214e+02 	 1.0 
 3.0398e+02 	 1.0 
 7.0348e+02 	 1.0 
 2.7792e+02 	 1.0 
 7.5560e+02 	 1.0 
 9.2930e+02 	 1.0 
 1.1030e+03 	 1.0 
 4.0820e+02 	 1.0 
 2.1713e+02 	 1.0 
 4.5162e+02 	 1.0 
 4.6031e+02 	 1.0 
 5.2110e+02 	 1.0 
 5.9058e+02 	 1.0 
 2.6924e+02 	 1.0 
 3.7346e+02 	 1.0 
 6.6875e+02 	 1.0 
 2.1712e+02 	 1.0 
 4.9505e+02 	 1.0 
 4.0820e+02 	 1.0 
 5.6453e+02 	 1.0 
 2.2581e+02 	 1.0 
 3.2135e+02 	 1.0 
 2.0844e+02 	 1.0 
 5.4716e+02 	 1.0 
 2.6055e+02 	 1.0 
 5.4716e+02 	 1.0 
 6.2532e+02 	 1.0 
 3.2135e+02 	 1.0 
 8.5113e+02 	 1.0 
 5.2110e+02 	 1.0 
 2.9529e+02 	 1.0 
 9.0324e+02 	 1.0 
 7.0348e+02 	 1.0 
 9.2061e+02 	 1.0 
 6.0795e+02 	 1.0 
 3.8214e+02 	 1.0 
 3.0398e+02 	 1.0 
 5.9927e+02 	 1.0 
 2.2581e+02 	 1.0 
 6.5138e+02 	 1.0 
 4.3425e+02 	 1.0 
 3.5609e+02 	 1.0 
 8.8587e+02 	 1.0 
 3.8214e+02 	 1.0 
 2.6924e+02 	 1.0 
 8.1639e+02 	 1.0 
 2.8661e+02 	 1.0 
 3.0398e+02 	 1.0 
 3.9083e+02 	 1.0 
 4.8636e+02 	 1.0 
 6.0795e+02 	 1.0 
 6.3401e+02 	 1.0 
 4.6031e+02 	 1.0 
 8.2508e+02 	 1.0 
 8.7719e+02 	 1.0 
 2.6923e+02 	 1.0 
 1.0769e+03 	 1.0 
 2.9529e+02 	 1.0 
 3.3872e+02 	 1.0 
 6.4269e+02 	 1.0 
 4.0820e+02 	 1.0 
 3.3872e+02 	 1.0 
 5.0373e+02 	 1.0 
 5.1242e+02 	 1.0 
 5.2110e+02 	 1.0 
 5.5584e+02 	 1.0 
 4.1688e+02 	 1.0 
 7.5560e+02 	 1.0 
 1.1030e+03 	 1.0 
 1.1551e+03 	 1.0 
 4.3425e+02 	 1.0 
 3.6477e+02 	 1.0 
 3.6477e+02 	 1.0 
 5.6453e+02 	 1.0 
 5.1242e+02 	 1.0 
 2.8661e+02 	 1.0 
 7.3823e+02 	 1.0 
 3.0398e+02 	 1.0 
 5.9927e+02 	 1.0 
 3.3872e+02 	 1.0 
 7.4691e+02 	 1.0 
 1.0075e+03 	 1.0 
 1.2333e+03 	 1.0 
 2.4318e+02 	 1.0 
 4.1688e+02 	 1.0 
 6.9480e+02 	 1.0 
 1.9976e+02 	 1.0 
 4.9505e+02 	 1.0 
 5.9058e+02 	 1.0 
 7.0349e+02 	 1.0 
 2.0844e+02 	 1.0 
 7.2954e+02 	 1.0 
 2.6055e+02 	 1.0 
 6.9480e+02 	 1.0 
 8.5982e+02 	 1.0 
 3.9083e+02 	 1.0 
 4.6031e+02 	 1.0 
 3.1266e+02 	 1.0 
 6.8611e+02 	 1.0 
 3.1266e+02 	 1.0 
 5.6453e+02 	 1.0 
 4.6899e+02 	 1.0 
 9.1193e+02 	 1.0 
 4.1688e+02 	 1.0 
 9.0324e+02 	 1.0 
 2.2581e+02 	 1.0 
 3.7346e+02 	 1.0 
 6.0795e+02 	 1.0 
 1.9976e+02 	 1.0 
 2.4318e+02 	 1.0 
 7.2086e+02 	 1.0 
 1.0422e+03 	 1.0 
 2.7792e+02 	 1.0 
 1.2941e+03 	 1.0 
 9.6404e+02 	 1.0 
 2.9529e+02 	 1.0 
 4.7768e+02 	 1.0 
 7.9034e+02 	 1.0 
 1.0248e+03 	 1.0 
 3.2135e+02 	 1.0 
 9.0324e+02 	 1.0 
 3.9951e+02 	 1.0 
 3.3003e+02 	 1.0 
 7.3823e+02 	 1.0 
 3.3872e+02 	 1.0 
 2.4318e+02 	 1.0 
 5.7321e+02 	 1.0 
 7.7297e+02 	 1.0 
 4.3425e+02 	 1.0 
 2.6924e+02 	 1.0 
 9.0324e+02 	 1.0 
 3.8214e+02 	 1.0 
 8.1639e+02 	 1.0 
 2.6924e+02 	 1.0 
 4.0820e+02 	 1.0 
 5.9927e+02 	 1.0 
 6.9480e+02 	 1.0 
 6.6875e+02 	 1.0 
 9.7272e+02 	 1.0 
 2.9529e+02 	 1.0 
 2.6055e+02 	 1.0 
 3.0398e+02 	 1.0 
 9.2061e+02 	 1.0 
 1.0335e+03 	 1.0 
 1.4417e+03 	 0.5 
 1.6328e+03 	 0.5 
